,Unnamed: 0,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats
4587,4587,Hyundai i20 1.2,2.44,111437,Petrol,Manual,2nd Owner,2012,1197,5
4588,4588,Nissan Sunny Diesel,2.58,174529,Diesel,Manual,2nd Owner,2013,1197,5
4589,4589,Hyundai i10 Era,1.74,78755,Petrol,Manual,4th Owner,2011,1086,5
4590,4590,Hyundai Verna VTVT,6.75,35336,Petrol,Manual,1st Owner,2018,1248,5
4591,4591,Renault KWID Climber,4.29,11755,Petrol,Automatic,1st Owner,2019,1798,5
4592,4592,Maruti Wagon R,1.34,95891,Petrol,Manual,3rd Owner,2010,1497,5
4593,4593,Maruti Baleno 1.3,5.99,76502,Diesel,Manual,2nd Owner,2018,2143,5
4594,4594,Maruti Swift Dzire,6.58,29526,Petrol,Manual,2nd Owner,2021,1198,5
4595,4595,Hyundai i20 Magna,2.77,59650,Petrol,Manual,2nd Owner,2012,796,5
4596,4596,Hyundai Getz 1.1,5.5,122236,Petrol,Manual,5th Owner,2009,1495,5
4597,4597,Maruti SX4 S,7.58,44641,Diesel,Manual,1st Owner,2018,1197,5
4598,4598,Skoda Superb Elegance,3.08,77613,Petrol,Automatic,3rd Owner,2010,1956,5
4599,4599,Honda City i,6.83,61687,Petrol,Automatic,2nd Owner,2015,1399,5
4600,4600,Mercedes-Benz CLA 200,16.36,144496,Diesel,Automatic,1st Owner,2016,1497,5
4601,4601,Honda Brio EX,2.11,149636,Petrol,Manual,3rd Owner,2013,1197,5
4602,4602,Maruti Alto 800,1.99,95489,Petrol,Manual,1st Owner,2015,1061,5
4603,4603,Hyundai Accent Executive,1.38,155835,Petrol,Manual,4th Owner,2011,1198,5
4604,4604,Maruti Swift VXI,5.48,51371,Petrol,Manual,1st Owner,2019,799,5
4605,4605,Jeep Compass 2.0,12.87,57400,Diesel,Manual,1st Owner,2018,1368,7
4606,4606,Ford Figo Diesel,1.56,146439,Diesel,Manual,1st Owner,2011,2400,5
4607,4607,Honda City 1.5,4.01,69733,Petrol,Manual,1st Owner,2011,1461,5
4608,4608,Hyundai Xcent Prime,4.19,92124,Cng,Manual,2nd Owner,2018,1197,5
4609,4609,Maruti Wagon R,5.5,85191,Petrol,Manual,3rd Owner,2008,1120,5
4610,4610,Volkswagen Polo 1.2,2.97,157151,Petrol,Manual,2nd Owner,2014,1248,5
4611,4611,Renault KWID RXT,3.35,28691,Petrol,Manual,1st Owner,2018,1591,5
4612,4612,Fiat Linea T,1.2,81350,Petrol,Manual,3rd Owner,2011,1998,5
4613,4613,Volvo XC60 D5,15.56,126553,Diesel,Automatic,1st Owner,2013,999,7
4614,4614,Nissan Terrano XL,4.16,86019,Diesel,Manual,2nd Owner,2014,1196,5
4615,4615,Maruti Swift VXI,5.68,22511,Petrol,Manual,1st Owner,2020,1199,7
4616,4616,Hyundai Grand i10,4.24,61893,Diesel,Manual,2nd Owner,2017,2499,5
4617,4617,Maruti Ertiga ZDI,5.55,114892,Diesel,Manual,2nd Owner,2015,2143,5
4618,4618,Hyundai Verna VTVT,7.71,50720,Petrol,Manual,1st Owner,2019,1248,5
4619,4619,BMW 2 Series,40.0,18000,Petrol,Automatic,1st Owner,2021,1199,7
4620,4620,Skoda Kushaq 1.0,16.75,16000,Petrol,Automatic,1st Owner,2022,2179,5
4621,4621,Maruti Eeco 5,4.15,80000,Petrol,Manual,2nd Owner,2020,1396,5
4622,4622,Honda WR-V i-VTEC,9.0,17000,Petrol,Manual,1st Owner,2019,1248,5
4623,4623,Lexus NX 300h,42.0,111000,Petrol,Automatic,1st Owner,2018,1186,5
4624,4624,Mercedes-Benz M-Class ML,28.5,38000,Diesel,Automatic,2nd Owner,2015,1498,5
4625,4625,Maruti Ertiga SHVS,7.71,71000,Diesel,Manual,1st Owner,2017,1197,5
4626,4626,Honda Amaze V,6.0,36500,Petrol,Manual,1st Owner,2017,1199,5
4627,4627,Mahindra XUV500 W8,5.9,77000,Diesel,Manual,1st Owner,2013,1499,5
4628,4628,Hyundai i20 1.4,7.11,68000,Diesel,Manual,1st Owner,2017,1172,5
4629,4629,Maruti Swift Dzire,2.3,110000,Diesel,Manual,2nd Owner,2010,1968,5
4630,4630,Hyundai Xcent 1.2,5.5,65000,Diesel,Manual,1st Owner,2018,995,5
4631,4631,Honda BR-V i-DTEC,7.5,77000,Diesel,Manual,2nd Owner,2017,1086,5
4632,4632,Hyundai Grand i10,4.5,60000,Petrol,Manual,1st Owner,2015,1498,5
4633,4633,Tata Tiago XTA,6.1,2640,Petrol,Automatic,1st Owner,2002,1298,5
4634,4634,Ford Fiesta Petrol,2.3,60000,Petrol,Manual,3rd Owner,2011,1493,5
4635,4635,Fiat Punto 1.2,1.6,80000,Petrol,Manual,1st Owner,2014,1197,5
4636,4636,Skoda Octavia 2.0,9.3,120000,Diesel,Automatic,3rd Owner,2016,1341,5
4637,4637,Chevrolet Spark 1.0,5.5,80000,Petrol,Manual,2nd Owner,2009,1497,5
4638,4638,Hyundai Santro Xing,1.0,25000,Petrol,Manual,1st Owner,2007,1353,5
4639,4639,Honda Amaze SX,3.2,90000,Diesel,Manual,2nd Owner,2014,1120,5
4640,4640,Maruti Swift 1.3,2.15,30130,Petrol,Manual,2nd Owner,2006,1248,7
4641,4641,Hyundai Verna SX,15.5,32000,Diesel,Automatic,1st Owner,2021,1995,5
4642,4642,Maruti Swift VXI,6.75,13000,Petrol,Manual,1st Owner,2022,1199,5
4643,4643,Hyundai Getz GLS,1.1,40000,Petrol,Manual,2nd Owner,2005,799,5
4644,4644,Hyundai Creta SX,15.5,20000,Petrol,Automatic,1st Owner,2021,1298,5
4645,4645,Kia Seltos GTX,16.51,16000,Petrol,Automatic,1st Owner,2021,2179,5
4646,4646,Hyundai Grand i10,3.7,60000,Diesel,Manual,2nd Owner,2014,1461,5
4647,4647,Maruti Swift Dzire,2.5,120000,Diesel,Manual,3rd Owner,2010,1086,5
4648,4648,BMW X1 sDrive20d,7.4,120000,Diesel,Automatic,2nd Owner,2012,1193,5
4649,4649,Skoda Fabia 1.2L,2.1,70000,Diesel,Manual,2nd Owner,2012,1196,5
4650,4650,Datsun RediGO T,1.8,40000,Petrol,Manual,1st Owner,2017,1495,5
4651,4651,Maruti Swift Dzire,3.0,120000,Petrol,Manual,2nd Owner,2010,1498,7
4652,4652,Tata Hexa XTA,10.51,90000,Diesel,Automatic,1st Owner,2017,1598,5
4653,4653,Nissan Micra Diesel,1.95,90000,Diesel,Manual,1st Owner,2011,1198,5
4654,4654,Hyundai Santro Xing,1.0,110000,Petrol,Automatic,3rd Owner,2006,1197,5
4655,4655,Tata Zest Revotron,2.8,110000,Petrol,Manual,2nd Owner,2015,1586,7
4656,4656,Maruti Eeco 5,2.25,89511,Petrol,Manual,1st Owner,2011,1493,4
4657,4657,Hyundai Accent Executive,1.5,120000,Cng,Manual,2nd Owner,2012,1248,5
4658,4658,Skoda Rapid 1.5,6.0,70000,Diesel,Automatic,2nd Owner,2016,1197,5
4659,4659,Skoda Rapid 1.6,3.9,90000,Petrol,Automatic,2nd Owner,2014,1086,5
4660,4660,Honda Brio EX,3.0,50000,Petrol,Manual,1st Owner,2013,1248,5
4661,4661,Maruti Ritz LXI,1.6,132000,Petrol,Manual,2nd Owner,2011,624,5
4662,4662,Maruti SX4 Vxi,1.75,80000,Petrol,Manual,3rd Owner,2008,1198,5
4663,4663,Mahindra Bolero Neo,10.2,30000,Diesel,Manual,1st Owner,2021,796,5
4664,4664,Maruti Swift RS,4.0,100000,Diesel,Manual,1st Owner,2014,1461,5
4665,4665,Hyundai Grand i10,5.35,15000,Petrol,Manual,1st Owner,2019,1798,5
4666,4666,Hyundai Santro Xing,2.2,120000,Petrol,Manual,2nd Owner,2015,1582,5
4667,4667,Maruti Ertiga VDI,4.0,120000,Diesel,Manual,3rd Owner,2013,1493,5
4668,4668,Tata Nano Lx,5.5,50000,Petrol,Manual,2nd Owner,2011,1390,5
4669,4669,Honda Amaze SX,4.4,70000,Petrol,Manual,2nd Owner,2014,2354,5
4670,4670,Maruti Alto 800,2.6,35000,Petrol,Manual,1st Owner,2016,1598,5
4671,4671,Nissan Terrano XL,5.0,70000,Diesel,Manual,1st Owner,2015,1590,5
4672,4672,Skoda Superb 1.8,2.5,80000,Petrol,Automatic,1st Owner,2009,1995,5
4673,4673,Hyundai Creta 1.6,9.0,120000,Diesel,Manual,1st Owner,2016,1197,5
4674,4674,Hyundai Verna CRDi,1.9,100000,Diesel,Manual,2nd Owner,2008,1590,5
4675,4675,Mahindra Renault Logan,1.0,90000,Petrol,Manual,3rd Owner,2008,1582,5
4676,4676,Honda Accord 2.4,5.1,100000,Petrol,Automatic,1st Owner,2012,814,5
4677,4677,Volkswagen Vento Diesel,1.9,110000,Diesel,Manual,3rd Owner,2011,936,5
4678,4678,Maruti Baleno LXI,1.3,90000,Petrol,Manual,2nd Owner,2006,1196,5
4679,4679,BMW X1 sDrive,21.0,50000,Diesel,Automatic,3rd Owner,2016,1248,5
4680,4680,Hyundai Grand i10,3.55,90000,Petrol,Manual,2nd Owner,2017,998,7
4681,4681,Maruti Baleno LXI,1.3,90000,Petrol,Manual,2nd Owner,2006,1582,5
4682,4682,Hyundai Verna 1.6,5.49,88777,Diesel,Automatic,2nd Owner,2015,1461,5
4683,4683,Hyundai EON Sportz,1.83,65239,Petrol,Manual,2nd Owner,2012,1248,5
4684,4684,Chevrolet Beat Diesel,1.52,88741,Diesel,Manual,2nd Owner,2014,1497,5
4685,4685,Maruti Eeco 5,3.15,58017,Petrol,Manual,1st Owner,2016,2179,5
4686,4686,Maruti Ciaz VDi,5.14,70076,Diesel,Manual,3rd Owner,2016,995,5
4687,4687,Maruti Alto K10,3.36,55202,Petrol,Manual,1st Owner,2018,1196,7
4688,4688,Hyundai Verna 1.6,3.44,99681,Diesel,Manual,2nd Owner,2012,999,5
4689,4689,Renault Duster 110PS,3.96,88189,Diesel,Manual,2nd Owner,2013,1248,5
4690,4690,Tata Indica Quadrajet,5.5,273257,Diesel,Manual,4th Owner,2011,1086,5
4691,4691,Honda City i,5.09,104062,Petrol,Manual,2nd Owner,2014,1199,5
4692,4692,Mahindra XUV500 W8,5.81,103448,Diesel,Manual,2nd Owner,2014,2179,5
4693,4693,Chevrolet Spark 1.0,1.34,73672,Petrol,Manual,2nd Owner,2013,1497,5
4694,4694,Maruti Eeco 5,3.15,93009,Petrol,Manual,1st Owner,2017,1498,5
4695,4695,Renault Kiger RXT,7.49,13244,Petrol,Manual,1st Owner,2021,999,5
4696,4696,Maruti Swift Dzire,2.33,128999,Diesel,Manual,2nd Owner,2010,1598,5
4697,4697,Hyundai i10 Magna,1.65,75722,Petrol,Manual,3rd Owner,2010,1496,5
4698,4698,Honda Jazz VX,6.23,94834,Petrol,Automatic,1st Owner,2018,1499,5
4699,4699,Mahindra XUV500 AT,9.91,93453,Diesel,Automatic,2nd Owner,2017,1582,5
4700,4700,Honda City i-VTEC,9.21,26352,Petrol,Manual,1st Owner,2018,1197,5
4701,4701,Volkswagen Vento 1.5,4.92,80746,Diesel,Automatic,3rd Owner,2016,1497,5
4702,4702,Nissan Magnite XL,5.27,5973,Petrol,Manual,1st Owner,2021,1199,5
4703,4703,Volkswagen Vento Diesel,2.27,118137,Diesel,Manual,3rd Owner,2011,1498,5
4704,4704,Toyota Etios G,2.68,85560,Petrol,Manual,1st Owner,2011,1497,7
4705,4705,Ford Figo 1.5P,4.11,69693,Petrol,Automatic,2nd Owner,2016,1197,5
4706,4706,Hyundai Creta 1.6,8.14,91879,Diesel,Manual,2nd Owner,2016,1197,5
4707,4707,Hyundai i20 Sportz,2.02,125403,Petrol,Manual,3rd Owner,2010,1497,5
4708,4708,Honda City i,6.38,71434,Petrol,Manual,1st Owner,2016,1582,5
4709,4709,Tata Tiago 1.2,3.52,52328,Petrol,Manual,2nd Owner,2016,2179,5
4710,4710,Honda Amaze S,3.71,65027,Diesel,Manual,2nd Owner,2014,1199,5
4711,4711,Tata Altroz XE,7.07,4553,Diesel,Manual,1st Owner,2022,1598,5
4712,4712,Hyundai Grand i10,3.85,50185,Petrol,Manual,1st Owner,2015,1497,5
4713,4713,Hyundai i20 Petrol,6.82,48953,Petrol,Automatic,2nd Owner,2018,1197,5
4714,4714,Honda City 1.5,3.26,161875,Petrol,Manual,1st Owner,2011,1498,5
4715,4715,Hyundai Creta 1.6,8.29,101585,Diesel,Manual,1st Owner,2016,1396,5
4716,4716,Mahindra Scorpio S5,12.36,27924,Diesel,Manual,1st Owner,2020,1950,5
4717,4717,Volkswagen Polo Diesel,2.79,77863,Diesel,Manual,2nd Owner,2013,1498,5
4718,4718,Skoda Rapid 1.6,2.75,140141,Diesel,Manual,1st Owner,2012,796,7
4719,4719,Honda City 1.5,2.89,116442,Petrol,Manual,1st Owner,2009,1197,5
4720,4720,Hyundai i20 Magna,4.31,46329,Petrol,Manual,1st Owner,2015,1197,5
4721,4721,Skoda Rapid 1.5,4.35,97702,Diesel,Manual,2nd Owner,2015,1197,5
4722,4722,Hyundai i20 Sportz,3.88,84533,Diesel,Manual,2nd Owner,2015,1197,5
4723,4723,Mercedes-Benz E-Class Exclusive,40.98,115372,Diesel,Automatic,1st Owner,2018,1248,5
4724,4724,Volkswagen Vento 1.5,5.51,79715,Diesel,Automatic,2nd Owner,2016,1598,7
4725,4725,Maruti Alto 800,1.46,269930,Petrol,Manual,1st Owner,2014,814,5
4726,4726,Hyundai i10 Magna,2.57,84561,Petrol,Manual,2nd Owner,2013,1199,5
4727,4727,Maruti Swift Dzire,3.98,94479,Petrol,Manual,2nd Owner,2015,1248,5
4728,4728,Hyundai i20 Sportz,3.71,65723,Petrol,Manual,1st Owner,2014,1599,5
4729,4729,Hyundai i20 1.2,5.88,120707,Petrol,Manual,1st Owner,2018,1248,5
4730,4730,Maruti Ertiga SHVS,6.27,95873,Diesel,Manual,2nd Owner,2016,1197,5
4731,4731,Volkswagen Vento Diesel,2.31,98439,Diesel,Manual,3rd Owner,2011,1086,5
4732,4732,Hyundai EON Magna,1.6,80310,Petrol,Manual,1st Owner,2011,1248,5
4733,4733,Volkswagen Polo 1.2,4.54,23677,Petrol,Manual,1st Owner,2016,1197,5
4734,4734,Maruti Swift Dzire,5.28,136782,Diesel,Manual,1st Owner,2017,1196,5
4735,4735,Hyundai Verna Transform,2.8,76491,Petrol,Manual,1st Owner,2010,1197,5
4736,4736,Maruti Ertiga SHVS,7.75,45991,Diesel,Manual,1st Owner,2017,1197,5
4737,4737,Hyundai Grand i10,4.96,13481,Petrol,Manual,1st Owner,2019,998,5
4738,4738,Hyundai Santro Xing,1.28,77414,Petrol,Manual,3rd Owner,2009,1186,7
4739,4739,Maruti Swift Dzire,4.2,48182,Diesel,Manual,1st Owner,2014,1248,5
4740,4740,Hyundai i10 Magna,1.99,42262,Petrol,Manual,1st Owner,2010,998,5
4741,4741,Maruti Eeco 5,1.93,126761,Petrol,Manual,2nd Owner,2013,1498,5
4742,4742,Maruti Swift Dzire,3.18,84080,Petrol,Manual,2nd Owner,2013,1120,5
4743,4743,Hyundai i10 Sportz,2.17,55961,Petrol,Manual,3rd Owner,2011,1997,5
4744,4744,Maruti Wagon R,5.0,46567,Petrol,Manual,1st Owner,2020,1197,5
4745,4745,Hyundai Xcent 1.2,6.25,42000,Diesel,Manual,1st Owner,2018,0,5
4746,4746,Maruti Ciaz ZDi,6.11,79000,Diesel,Manual,1st Owner,2015,1461,7
4747,4747,Maruti Wagon R,3.11,114478,Petrol,Manual,1st Owner,2017,1422,5
4748,4748,Honda WR-V i-DTEC,7.13,104931,Diesel,Manual,1st Owner,2018,1197,5
4749,4749,Hyundai Grand i10,3.68,63467,Diesel,Manual,1st Owner,2015,1498,5
4750,4750,Mahindra Scorpio 1.99,10.0,75000,Diesel,Manual,2nd Owner,2016,1197,5
4751,4751,Hyundai i20 Asta,8.2,30000,Petrol,Automatic,1st Owner,2020,2179,5
4752,4752,Tata Nexon EV,13.39,8397,Electric,Automatic,1st Owner,2022,1186,5
4753,4753,Renault Duster 85PS,4.07,137286,Diesel,Manual,1st Owner,2014,1499,5
4754,4754,Skoda Fabia 1.4,1.16,105768,Diesel,Manual,3rd Owner,2010,1120,5
4755,4755,Hyundai i20 Sportz,6.75,48000,Petrol,Manual,1st Owner,2019,1498,5
4756,4756,Volkswagen Vento 1.5,8.5,74088,Diesel,Automatic,1st Owner,2016,1598,5
4757,4757,Maruti Eeco 5,5.35,38000,Petrol,Manual,1st Owner,2019,1497,5
4758,4758,Mahindra XUV500 W10,8.5,66000,Diesel,Manual,1st Owner,2015,1498,5
4759,4759,Hyundai Grand i10,4.95,52000,Diesel,Manual,1st Owner,2018,1196,5
4760,4760,Ford Aspire Titanium,4.5,54000,Diesel,Manual,1st Owner,2015,1197,5
4761,4761,Hyundai Grand i10,4.5,54000,Diesel,Manual,1st Owner,2016,998,5
4762,4762,Volkswagen Vento 1.5,8.75,55000,Diesel,Manual,1st Owner,2017,1461,5
4763,4763,Volkswagen Vento Diesel,4.95,68000,Diesel,Manual,1st Owner,2014,2354,5
4764,4764,Ford Ecosport 1.5,5.73,26339,Petrol,Manual,3rd Owner,2018,1248,8
4765,4765,Ford Ecosport Sports,10.93,50044,Diesel,Manual,1st Owner,2021,1197,5
4766,4766,Maruti Eeco 5,2.56,99569,Petrol,Manual,3rd Owner,2016,1197,5
4767,4767,Hyundai i20 Sportz,2.4,77537,Petrol,Manual,2nd Owner,2010,995,5
4768,4768,Maruti Wagon R,2.39,55026,Petrol,Manual,1st Owner,2013,998,7
4769,4769,Renault Pulse RxL,2.99,73081,Diesel,Manual,1st Owner,2014,2494,5
4770,4770,Honda Accord 2.4,3.05,123149,Petrol,Automatic,2nd Owner,2010,1061,5
4771,4771,Maruti Swift Dzire,4.69,81759,Diesel,Manual,1st Owner,2015,796,5
4772,4772,Maruti Swift LXI,3.64,58766,Petrol,Manual,1st Owner,2015,1248,5
4773,4773,Maruti Swift Dzire,3.61,74886,Petrol,Manual,1st Owner,2014,1497,5
4774,4774,Chevrolet Spark 1.0,5.5,74008,Petrol,Manual,4th Owner,2008,1198,7
4775,4775,Maruti Wagon R,6.4,3809,Petrol,Manual,1st Owner,2022,1197,5
4776,4776,Toyota Innova 2.5,8.25,137000,Diesel,Manual,2nd Owner,2015,1197,5
4777,4777,Maruti Zen Estilo,1.05,104817,Petrol,Manual,2nd Owner,2009,1120,5
4778,4778,Maruti Alto 800,3.45,10666,Petrol,Manual,1st Owner,2020,1373,5
4779,4779,Maruti Swift VDI,3.8,74124,Diesel,Manual,2nd Owner,2013,1956,5
4780,4780,Mahindra Marazzo M8,8.97,92167,Diesel,Manual,2nd Owner,2018,1199,5
4781,4781,Honda Brio 1.2,4.11,32111,Petrol,Manual,1st Owner,2017,1248,5
4782,4782,Hyundai i10 Sportz,1.85,111986,Petrol,Manual,1st Owner,2010,1497,5
4783,4783,Maruti Ritz VXI,1.85,89451,Petrol,Manual,4th Owner,2010,1995,5
4784,4784,Hyundai Xcent 1.1,3.65,82990,Diesel,Manual,1st Owner,2014,1497,5
4785,4785,Maruti Ciaz ZXi,5.11,88621,Petrol,Manual,1st Owner,2014,1396,5
4786,4786,Tata New Safari,20.23,13690,Diesel,Automatic,1st Owner,2022,1995,6
4787,4787,Honda Amaze S,6.62,15712,Petrol,Manual,1st Owner,2020,1968,7
4788,4788,Maruti Vitara Brezza,7.9,72500,Diesel,Manual,1st Owner,2017,1047,5
4789,4789,Mahindra XUV300 W8,10.25,82000,Diesel,Manual,1st Owner,2019,1196,5
4790,4790,Renault Koleos 4X4,6.2,120000,Diesel,Manual,1st Owner,2016,1396,5
4791,4791,Honda City EXi,2.9,120000,Petrol,Manual,2nd Owner,2008,1462,5
4792,4792,Hyundai i20 Asta,6.9,65000,Diesel,Manual,1st Owner,2017,1498,5
4793,4793,BMW X1 sDrive20d,32.0,18000,Diesel,Automatic,1st Owner,2020,1197,7
4794,4794,Volkswagen Tiguan 2.0,21.0,56500,Diesel,Automatic,1st Owner,2018,1598,5
4795,4795,Tata Tiago 1.05,3.65,80381,Diesel,Manual,2nd Owner,2017,1461,5
4796,4796,Maruti Eeco 5,2.42,78220,Petrol,Manual,3rd Owner,2014,1047,7
4797,4797,Hyundai i20 Magna,6.46,91412,Diesel,Manual,1st Owner,2019,1198,5
4798,4798,Maruti XL6 Alpha,7.93,97295,Petrol,Manual,1st Owner,2019,2157,5
4799,4799,Honda Mobilio S,5.9,58300,Diesel,Manual,1st Owner,2016,999,5
4800,4800,Maruti Swift Dzire,5.26,68031,Petrol,Manual,2nd Owner,2017,799,5
4801,4801,Skoda Rapid 1.6,2.76,94405,Diesel,Manual,3rd Owner,2012,2982,6
4802,4802,Renault Duster 85PS,6.75,58200,Diesel,Manual,1st Owner,2017,1498,5
4803,4803,Tata Tigor 1.05,5.25,58000,Diesel,Manual,1st Owner,2018,1198,5
4804,4804,Mahindra KUV 100,4.65,62000,Diesel,Manual,1st Owner,2018,1498,5
4805,4805,Mahindra Alturas G4,25.25,99000,Diesel,Automatic,1st Owner,2020,1497,5
4806,4806,Renault KWID 1.0,3.44,32875,Petrol,Manual,1st Owner,2018,1198,5
4807,4807,Renault KWID RXT,2.64,31951,Petrol,Manual,2nd Owner,2016,1197,5
4808,4808,Toyota Fortuner 4x2,15.21,74300,Diesel,Manual,1st Owner,2014,1198,5
4809,4809,Skoda Rapid 1.5,6.9,91100,Diesel,Manual,1st Owner,2016,1498,5
4810,4810,Tata Nexon 1.2,6.51,15601,Petrol,Manual,1st Owner,2018,1968,7
4811,4811,Volkswagen Polo 1.5,4.95,64300,Diesel,Manual,1st Owner,2015,796,5
4812,4812,Honda City i,7.5,89772,Petrol,Automatic,1st Owner,2016,1197,5
4813,4813,Mahindra KUV 100,3.84,66078,Diesel,Manual,1st Owner,2017,814,5
4814,4814,Hyundai i20 Asta,4.35,75317,Petrol,Manual,2nd Owner,2014,1498,5
4815,4815,Skoda Fabia 1.2,1.78,73263,Petrol,Manual,2nd Owner,2011,2199,5
4816,4816,Honda City i,4.45,121816,Diesel,Manual,1st Owner,2014,1248,5
4817,4817,Volkswagen Tiguan 2.0,22.25,104000,Diesel,Automatic,1st Owner,2017,999,5
4818,4818,Maruti Alto 800,2.27,45877,Petrol,Manual,1st Owner,2016,1461,5
4819,4819,Maruti Swift VXI,4.94,38922,Petrol,Manual,1st Owner,2018,1197,5
4820,4820,Hyundai EON Era,2.43,51612,Petrol,Manual,1st Owner,2015,998,5
4821,4821,Volkswagen Vento 1.5,4.72,101695,Diesel,Automatic,3rd Owner,2015,1197,5
4822,4822,Hyundai Santa Fe,10.52,94786,Diesel,Automatic,2nd Owner,2015,1186,5
4823,4823,Maruti Swift VDI,2.14,230510,Diesel,Manual,1st Owner,2011,1582,5
4824,4824,Nissan Magnite XV,8.49,10905,Petrol,Manual,1st Owner,2021,1198,5
4825,4825,Renault Scala Diesel,2.97,71336,Diesel,Manual,2nd Owner,2014,1199,5
4826,4826,Maruti Swift VXI,5.82,6356,Petrol,Manual,1st Owner,2021,1248,5
4827,4827,Maruti Wagon R,2.72,77065,Petrol,Manual,1st Owner,2014,1197,5
4828,4828,Hyundai i10 Sportz,1.84,54885,Petrol,Automatic,3rd Owner,2009,1197,5
4829,4829,Hyundai Grand i10,4.29,82621,Diesel,Manual,1st Owner,2018,1591,5
4830,4830,Hyundai Creta 1.6,11.09,46095,Diesel,Manual,1st Owner,2019,998,8
4831,4831,Honda Brio S,3.22,45162,Petrol,Manual,1st Owner,2015,1956,6
4832,4832,Tata Tiago 1.2,4.24,26680,Petrol,Manual,1st Owner,2018,1498,5
4833,4833,Maruti Swift Vdi,1.52,150112,Diesel,Manual,5th Owner,2009,1197,5
4834,4834,Hyundai Grand i10,5.1,58386,Petrol,Manual,2nd Owner,2019,998,5
4835,4835,Maruti Swift Dzire,2.86,75963,Petrol,Manual,3rd Owner,2012,2494,5
4836,4836,Hyundai Creta 1.6,12.63,25099,Petrol,Automatic,1st Owner,2019,1198,5
4837,4837,Maruti Celerio VXI,3.1,42101,Petrol,Manual,1st Owner,2015,1984,5
4838,4838,Tata Harrier XZ,10.89,23129,Diesel,Manual,1st Owner,2021,998,5
4839,4839,Honda Amaze VX,4.75,62000,Diesel,Manual,1st Owner,2015,1248,5
4840,4840,Maruti Swift Dzire,4.2,67715,Petrol,Manual,1st Owner,2015,1497,5
4841,4841,Maruti Wagon R,1.0,59726,Petrol,Manual,1st Owner,2002,1248,5
4842,4842,Toyota Innova 2.5,7.6,168292,Diesel,Manual,2nd Owner,2015,1498,5
4843,4843,Mahindra KUV 100,3.3,84825,Petrol,Manual,1st Owner,2018,999,5
4844,4844,Skoda Superb LK,17.55,140785,Diesel,Automatic,1st Owner,2017,1582,5
4845,4845,Maruti Wagon R,2.16,28037,Petrol,Manual,1st Owner,2012,1956,5
4846,4846,Maruti Swift VDI,2.86,80789,Diesel,Manual,3rd Owner,2012,998,5
4847,4847,Hyundai Creta S,12.9,16968,Petrol,Manual,1st Owner,2020,1497,5
4848,4848,Maruti Swift Dzire,5.94,23338,Diesel,Automatic,1st Owner,2016,1498,5
4849,4849,Ford Ecosport 1.5,4.14,88993,Diesel,Manual,2nd Owner,2013,1199,5
4850,4850,Renault KWID 1.0,3.75,58342,Petrol,Manual,1st Owner,2018,1582,7
4851,4851,Hyundai Verna CRDi,9.8,57000,Diesel,Automatic,1st Owner,2018,1197,5
4852,4852,Tata Harrier XZ,13.9,66000,Diesel,Manual,1st Owner,2019,995,7
4853,4853,Maruti Celerio VXI,3.75,58213,Petrol,Automatic,1st Owner,2014,1086,5
4854,4854,Honda City 1.5,2.76,129760,Petrol,Manual,2nd Owner,2009,1396,5
4855,4855,Honda City i-DTEC,10.25,48100,Diesel,Manual,1st Owner,2018,1498,5
4856,4856,Tata Tiago 1.2,3.84,48554,Petrol,Manual,1st Owner,2016,1968,5
4857,4857,Hyundai Creta 1.6,10.58,19787,Diesel,Manual,1st Owner,2017,2179,5
4858,4858,Hyundai Grand i10,4.49,39910,Petrol,Manual,1st Owner,2017,1462,5
4859,4859,Chevrolet Spark 1.0,5.5,63342,Petrol,Manual,1st Owner,2009,1197,5
4860,4860,Hyundai i10 Era,2.9,89000,Petrol,Manual,1st Owner,2011,1248,7
4861,4861,Hyundai i20 Magna,3.4,89201,Diesel,Manual,2nd Owner,2013,1968,5
4862,4862,Honda Mobilio S,4.23,130151,Diesel,Manual,1st Owner,2015,1298,5
4863,4863,Skoda Octavia Elegance,5.78,179308,Diesel,Automatic,2nd Owner,2013,1495,5
4864,4864,Tata Hexa XT,10.5,58000,Diesel,Manual,1st Owner,2018,1461,5
4865,4865,Maruti Ciaz Alpha,9.03,24311,Petrol,Automatic,1st Owner,2019,2179,5
4866,4866,Toyota Etios Liva,3.36,81899,Petrol,Manual,1st Owner,2014,814,7
4867,4867,Maruti Vitara Brezza,6.68,45795,Diesel,Manual,1st Owner,2017,1248,8
4868,4868,Skoda New Laura,3.41,95884,Diesel,Manual,2nd Owner,2013,1248,5
4869,4869,Maruti Swift 1.3,1.47,89657,Petrol,Manual,1st Owner,2008,1199,6
4870,4870,Hyundai Accent GLE,1.35,116416,Petrol,Manual,3rd Owner,2010,1197,5
4871,4871,Renault Duster 85PS,3.14,90198,Diesel,Manual,2nd Owner,2012,1498,5
4872,4872,Mahindra XUV500 W6,7.73,73230,Diesel,Manual,1st Owner,2016,2494,5
4873,4873,Hyundai EON Era,1.38,134279,Petrol,Manual,1st Owner,2011,1956,5
4874,4874,Maruti Ciaz ZDi,5.88,64933,Diesel,Manual,2nd Owner,2015,1451,5
4875,4875,Maruti Ciaz VDi,5.06,81114,Diesel,Manual,4th Owner,2016,1198,5
